Symbol,Description,Price,Price - Currency,"Dividend yield %, Trailing 12 months","Dividends per share, Annual","Dividends per share, Annual - Currency",Sector
5851,Ryobi Limited,2994,JPY,3.37837837837838,100,JPY,Producer manufacturing
9603,"H.I.S.Co., Ltd.",1252,JPY,1.58478605388273,20,JPY,Consumer services
9536,SAIBU GAS HOLDINGS CO. LTD.,2560,JPY,2.78108859753675,70,JPY,Utilities
4432,WingArc1st Inc.,2550,JPY,4.22691879866518,104,JPY,Technology services
3156,Restar Corporation,3175,JPY,3.88349514563107,120,JPY,Distribution services
9247,TRE HOLDINGS CORPORATION,1771,JPY,2.49307479224377,45,JPY,Technology services
3036,ALCONIX Corporation,3125,JPY,2.73615635179153,74,JPY,Producer manufacturing
8707,"IwaiCosmo Holdings, Inc.",3745,JPY,4.68948035487959,145,JPY,Finance
6737,EIZO Corporation,2278,JPY,4.75033141847106,105,JPY,Producer manufacturing
2979,"SOSiLA Logistics REIT,Inc.",129600,JPY,4.79779701022817,6098,JPY,Finance
6036,KeePer Technical Laboratory Co.Ltd.,3430,JPY,1.77514792899408,60,JPY,Process industries
6463,"TPR Co., Ltd.",1390,JPY,3.63901018922853,50,JPY,Producer manufacturing
3443,"Kawada Technologies, Inc.",5390,JPY,3.13092979127135,145,JPY,Industrial services
6331,"Mitsubishi Kakoki Kaisha,Ltd.",3790,JPY,2.38095237244899,69.999983000017,JPY,Industrial services
2353,"Nippon Parking Development Co., Ltd.",280,JPY,2.84697508896797,8,JPY,Commercial services
1852,Asanuma Corporation,1137,JPY,3.70044052863436,41,JPY,Industrial services
8793,NEC Capital Solutions Limited,4290,JPY,3.52941176470588,150,JPY,Finance
2737,Tomen Devices Corp.,13790,JPY,2.23048327137546,300,JPY,Distribution services
7839,Shoei Co. Ltd. (7839),1714,JPY,3.52112676056338,60,JPY,Consumer non-durables
6652,IDEC Corporation,3305,JPY,4.00616332819723,130,JPY,Electronic technology
1976,"Meisei Industrial Co., Ltd.",1967,JPY,3.04123711340206,60,JPY,Industrial services
7246,"Press Kogyo Co., Ltd.",975,JPY,3.62694300518135,32,JPY,Producer manufacturing
4970,"Toyo Gosei Co., Ltd.",11980,JPY,0.392670157068063,45,JPY,Process industries
6258,Hirata Corporation,2959,JPY,1.40449438202247,40,JPY,Consumer durables
2220,"Kameda Seika Co., Ltd.",4395,JPY,1.32712456344587,57,JPY,Consumer non-durables
2329,Tohokushinsha Film Corporation,647,JPY,4.22769230769231,26.523333,JPY,Consumer services
4464,Soft99 Corporation,4095,JPY,0,43,JPY,Distribution services
6740,Japan Display Inc.,24,JPY,0,0,JPY,Electronic technology
7088,"Forum Engineering, Inc.",1698,JPY,1.88346085932902,53,JPY,Technology services
4996,"Kumiai Chemical Industry Co., Ltd.",721,JPY,3.37552742616034,24,JPY,Process industries
471A,"NS Group,Inc.",1700,JPY,2.05278592375367,35,JPY,Finance
4569,"KYORIN Pharmaceutical Co.,Ltd.",1710,JPY,3.0823947836396,52,JPY,Health technology
6349,Komori Corporation,1777,JPY,4.78386167146974,68,JPY,Producer manufacturing
7995,Valqua Ltd.,5170,JPY,3,150,JPY,Producer manufacturing
8715,"Anicom Holdings, Inc.",1195,JPY,0.721561969439728,8.5,JPY,Finance
9348,"ispace,inc.",575,JPY,0,0,JPY,Electronic technology
4116,"Dainichiseika Color & Chemicals Mfg.Co., Ltd.",4950,JPY,3.62333674513818,156,JPY,Process industries
4956,"Konishi Co., Ltd.",1373,JPY,3.0156366344006,38,JPY,Process industries
6617,"TAKAOKA TOKO CO., LTD.",5660,JPY,1.14180478821363,50,JPY,Producer manufacturing
1909,"Nippon Dry-Chemical Co., Ltd.",12730,JPY,0.721153846153846,70,JPY,Producer manufacturing
6859,Espec Corp.,3910,JPY,2.68886043533931,95,JPY,Electronic technology
6197,Solasto Corp.,940,JPY,2.28260869565217,20,JPY,Commercial services
4220,Riken Technos Corporation,1771,JPY,2.71519352975159,41,JPY,Process industries
5970,G-Tekt Corporation,2036,JPY,4.7029702970297,87,JPY,Producer manufacturing
3993,"PKSHA Technology, Inc.",2735,JPY,0,0,JPY,Technology services
4071,Plus Alpha Consulting Co. LTD.,2028,JPY,1.42296368989205,29,JPY,Commercial services
9823,Mammy Mart Holdings Corporation,1639,JPY,1.3125,21,JPY,Retail trade
4919,"Milbon Co., Ltd.",2786,JPY,3.240058910162,88,JPY,Consumer non-durables
6459,DAIWA INDUSTRIES LTD.,1809,JPY,2.9655990510083,50,JPY,Producer manufacturing
3539,"JM Holdings Co., Ltd.",1720,JPY,1.42348754448399,23,JPY,Retail trade
1799,Daiichi Kensetsu Corporation,4445,JPY,3.07692307692308,130,JPY,Industrial services
6623,"Aichi Electric Co., Ltd.",9000,JPY,2.77777777777778,220,JPY,Producer manufacturing
6908,"IRISO Electronics Co., Ltd.",3735,JPY,2.74348422496571,100,JPY,Electronic technology
4290,Prestige International Inc.,673,JPY,3.73134328358209,24,JPY,Commercial services
9310,Japan Transcity Corporation,1351,JPY,3.09667673716012,39,JPY,Transportation
5262,Nippon Hume Corp.,1525,JPY,1.29174543163201,19,JPY,Non-energy minerals
5992,"Chuo Spring Co., Ltd.",3380,JPY,1.66419019316493,40,JPY,Producer manufacturing
5208,"Arisawa Mfg.Co., Ltd.",2640,JPY,3.84313725490196,96,JPY,Producer manufacturing
7130,"YAMAE GROUP HOLDINGS CO.,LTD.",3100,JPY,2.29885057471264,70,JPY,Consumer non-durables
9304,Shibusawa Logistics Corp,1406,JPY,3.16774658027358,35,JPY,Transportation
3492,MIRARTH Real Estate Investment Corporation,92800,JPY,6.01293103448276,5580,JPY,Finance
4828,Business Engineering Corporation,1309,JPY,1.93319118692253,20,JPY,Technology services
2492,Infomart Corporation,370,JPY,1.47425474254743,5.44,JPY,Technology services
4293,"Septeni Holdings Co., Ltd.",404,JPY,4.47761194029851,18,JPY,Commercial services
8395,Bank of Saga Ltd.,4955,JPY,1.96850393700787,90,JPY,Finance
4552,"JCR Pharmaceuticals Co., Ltd.",686,JPY,2.94985250737463,20,JPY,Health technology
4765,SBI Global Asset Management Co.Ltd.,610,JPY,3.65953947368421,22,JPY,Finance
9729,Tokai Corp.,2599,JPY,2.4390243902439,58,JPY,Health services
8771,"eGuarantee, Inc.",1721,JPY,2.1264367816092,37,JPY,Commercial services
2874,YOKOREI CO. LTD.,1445,JPY,1.69252468265162,24,JPY,Commercial services
6877,Obara Group Incorporated,5420,JPY,2.88461538461538,150,JPY,Producer manufacturing
8841,"TOC Co., Ltd.",884,JPY,1.12612612612613,10,JPY,Finance
7942,JSP Corporation,2841,JPY,2.8735632183908,80,JPY,Process industries
3028,"Alpen Co., Ltd.",2221,JPY,2.26757369614512,50,JPY,Consumer durables
6196,"Strike Co., Ltd.",4300,JPY,4.12844036697248,180,JPY,Commercial services
8344,"Yamagata Bank, Ltd.",2683,JPY,2.06473214285714,45,JPY,Finance
7231,"Topy Industries, Limited",3595,JPY,3.1966053748232,103,JPY,Non-energy minerals
8159,"Tachibana Eletech Co., Ltd.",3435,JPY,2.95420974889217,100,JPY,Distribution services
2590,"DyDo Group Holdings, Inc.",2568,JPY,1.18343195266272,40,JPY,Consumer non-durables
6627,"Tera Probe, Inc.",9150,JPY,1.22905027932961,110,JPY,Commercial services
7433,"Hakuto Co., Ltd.",4440,JPY,5.32407407407407,260,JPY,Distribution services
247A,Ai ROBOTICS INC.,1292,JPY,0,0,JPY,Technology services
7384,"Procrea Holdings,Inc.",2978,JPY,1.74825174825175,50,JPY,Finance
4565,"Nxera Pharma Co., Ltd.",909,JPY,0,0,JPY,Health technology
8362,"Fukui Bank, Ltd.",3420,JPY,1.81286549707602,58,JPY,Finance
4997,"Nihon Nohyaku Co., Ltd.",1029,JPY,2.3598820058997,22,JPY,Process industries
9733,"Nagase Brothers, Inc.",2759,JPY,3.65096750638919,100,JPY,Consumer services
6644,"Osaki Electric Co., Ltd.",1685,JPY,1.71394799054374,22,JPY,Producer manufacturing
3636,Mitsubishi Research Institute,4760,JPY,3.3033033033033,165,JPY,Commercial services
6282,Oiles Corporation,2648,JPY,3.46820809248555,85,JPY,Producer manufacturing
8043,Starzen Company Limited,1374,JPY,2.73020603127325,36.6666669999997,JPY,Consumer non-durables
2208,Bourbon Corporation,3295,JPY,1.17737003058104,37,JPY,Consumer non-durables
6287,SATO CORPORATION,2460,JPY,3.1340206185567,75,JPY,Electronic technology
9279,GIFT HOLDINGS INC.,4010,JPY,0.561224489795918,22,JPY,Consumer non-durables
9369,K.R.S.Corporation,3165,JPY,0.871632329635499,27.5,JPY,Transportation
7239,"Tachi-S Co., Ltd.",2317,JPY,4.53869698294709,103.8,JPY,Producer manufacturing
3302,"Teikoku Sen-I Co., Ltd.",3030,JPY,1.8732970027248,55,JPY,Producer manufacturing
4022,"Rasa Industries,Ltd.",10290,JPY,1.38071065989848,120,JPY,Process industries
5721,"S.Science Company, Ltd.",121,JPY,0,0,JPY,Distribution services
1938,"NIPPON RIETEC CO., LTD.",3050,JPY,2.48788368336026,77,JPY,Industrial services
456A,Human Made Inc.,3330,JPY,0,,,Consumer non-durables
1921,Tomoe Corporation,2009,JPY,1.22261844116149,24,JPY,Industrial services
4746,"Toukei Computer Co., Ltd.",4295,JPY,4.07058823529412,173,JPY,Electronic technology
2326,Digital Arts Inc.,5340,JPY,1.6304347826087,85,JPY,Technology services
2791,"Daikokutenbussan Co., Ltd.",5490,JPY,0.630630630630631,35,JPY,Retail trade
1822,Daiho Corporation,868,JPY,3.39100346020761,29.4,JPY,Industrial services
9534,"Hokkaido Gas Co., Ltd.",893,JPY,2.47126436781609,19,JPY,Utilities
6345,Aichi Corporation,1435,JPY,4.62962962962963,55,JPY,Producer manufacturing
7745,A&D HOLON Holdings Company. Limited,2751,JPY,1.61174785100287,40,JPY,Electronic technology
5480,"Nippon Yakin Kogyo Co., Ltd.",5060,JPY,4.54545454545455,220,JPY,Non-energy minerals
6517,"Denyo Co., Ltd.",3855,JPY,2.34375,75,JPY,Producer manufacturing
7421,KAPPA.CREATE CO.LTD.,1562,JPY,0.323834196891192,5,JPY,Consumer services
5449,"OSAKA STEEL CO., LTD.",2584,JPY,1.33542812254517,34,JPY,Non-energy minerals
6413,Riso Kagaku Corporation,1285,JPY,3.99361022364217,50,JPY,Electronic technology
3950,Pack Corporation,1318,JPY,3.19917438080498,41.333333,JPY,Process industries
446A,"Northsand,Inc.",986,JPY,0,,,Technology services
2168,Pasona Group Inc.,1999,JPY,0.75187969924812,15,JPY,Commercial services
3762,TechMatrix Corporation,1815,JPY,2.27633668607729,34,JPY,Technology services
8173,"Joshin Denki Co., Ltd.",2837,JPY,5.35714285714286,100,JPY,Retail trade
6480,"Nippon Thompson Co., Ltd.",1079,JPY,2.22537878787879,19,JPY,Producer manufacturing
2734,Sala Corporation,1214,JPY,2.72108843537415,32,JPY,Utilities
8541,"Ehime Bank, Ltd.",1853,JPY,1.78197064989518,34,JPY,Finance
7818,"Transaction Co., Ltd.",1348,JPY,2.2007722007722,28.5,JPY,Process industries
2986,"LA Holdings Co.,Ltd",9310,JPY,3.4560327198364,338,JPY,Finance
9743,"TANSEISHA Co., Ltd.",1536,JPY,4.61242793081358,45,JPY,Industrial services
3480,JSB Co. Ltd.,3380,JPY,3.08823529411765,105,JPY,Finance
5011,NICHIREKI GROUP CO. LTD.,2433,JPY,3.31400165700083,75,JPY,Industrial services
9902,Nichiden Corporation,2500,JPY,3.2064128256513,75,JPY,Distribution services
9324,Yasuda Logistics Corporation,2558,JPY,1.93141505715412,35,JPY,Transportation
7292,Murakami Corporation,6410,JPY,3.48837209302326,210,JPY,Producer manufacturing
3399,Maruchiyo Yamaokaya Corporation,3660,JPY,0.574555403556771,4,JPY,Consumer services
8244,Kintetsu Department Store Co.Ltd.,1820,JPY,1.10192837465565,20,JPY,Retail trade
3290,One REIT. Inc.,91600,JPY,5.71333802976847,5181.99759400241,JPY,Finance
8084,RYODEN CORPORATION,3580,JPY,3.40845070422535,106,JPY,Distribution services
7199,"Premium Group Co., Ltd.",1801,JPY,2.5909592061742,40,JPY,Commercial services
3252,"JINUSHI Co.,Ltd.",3335,JPY,3.26894502228826,110,JPY,Finance
3153,"Yashima Denki Co., Ltd.",3475,JPY,1.06038291605302,36,JPY,Distribution services
8160,"KISOJI CO., LTD.",2596,JPY,1.86915887850467,45,JPY,Consumer services
8075,Shinsho Corp.,2743,JPY,3.79653520088463,100,JPY,Distribution services
8613,"Marusan Securities Co., Ltd.",1083,JPY,5.73543015726179,60,JPY,Finance
6328,"Ebara Jitsugyo Co., Ltd.",2880,JPY,2.0746887966805,60,JPY,Producer manufacturing
4180,"Appier Group, Inc.",664,JPY,0.321428571428571,2.25,JPY,Technology services
3692,"FFRI Security, Inc.",7610,JPY,0.157835400225479,14,JPY,Technology services
7606,UNITED ARROWS LTD.,2561,JPY,2.6284348864994,63,JPY,Retail trade
3103,Unitika Ltd.,1377,JPY,0,0,JPY,Process industries
3733,"Software Service, Inc.",13140,JPY,1.22137404580153,160,JPY,Technology services
2395,"Shin Nippon Biomedical Laboratories, Ltd.",1664,JPY,2.92740046838408,50,JPY,Commercial services
7085,"Curves Holdings Co., Ltd.",779,JPY,2.21066319895969,17,JPY,Consumer services
5036,"Japan Business Systems, Inc.",1489,JPY,2.58397932816538,40,JPY,Technology services
4212,Sekisui Jushi Corporation,2356,JPY,3.14437555358725,70,JPY,Electronic technology
1815,Tekken Corporation,4710,JPY,2.59023354564756,122,JPY,Industrial services
6800,"Yokowo Co., Ltd.",3335,JPY,1.630615640599,48,JPY,Consumer durables
2664,Cawachi Limited,3215,JPY,2.55591054313099,80,JPY,Retail trade
6381,ANEST IWATA Corp.,1769,JPY,3.64880273660205,45,JPY,Producer manufacturing
3034,"Qol Holdings Co., Ltd.",1906,JPY,2.10970464135021,34,JPY,Retail trade
3632,GREE Holdings.Inc.,382,JPY,3.76623376623377,14.5,JPY,Technology services
9790,"Fukui Computer Holdings, Inc.",3345,JPY,2.1021021021021,70,JPY,Technology services
2681,GEO HOLDINGS Corporation,1746,JPY,1.96645459803355,34,JPY,Retail trade
1407,West Holdings Corporation,1690,JPY,3.84160756501182,65,JPY,Utilities
3962,"CHANGE Holdings,Inc.",919,JPY,2.22577209797657,20.9,JPY,Technology services
8132,"SINANEN Holdings Co., Ltd.",7170,JPY,1.30624092888244,90,JPY,Energy minerals
4894,Cuorips Inc.,7230,JPY,0,0,JPY,Health technology
4526,"Riken Vitamin Co., Ltd.",3035,JPY,3.61666666666667,94,JPY,Consumer non-durables
5946,"Chofu Seisakusho Co., Ltd.",2106,JPY,2.22329627839536,46,JPY,Producer manufacturing
6143,"Sodick Co., Ltd.",1447,JPY,2.1513353115727,29,JPY,Producer manufacturing
8079,Shoei Foods Corporation,4110,JPY,1.48331273176761,60,JPY,Consumer non-durables
2585,LIFEDRINK COMPANY INC.,1244,JPY,0.922367409684858,12,JPY,Consumer non-durables
7868,KOSAIDO Holdings Co.Ltd.,474,JPY,2.72803347280335,12.74,JPY,Commercial services
7777,"3-D Matrix, Ltd.",561,JPY,0,0,JPY,Health technology
2613,"J-Oil Mills, Inc.",2055,JPY,3.67827366356057,70,JPY,Process industries
3491,"GA technologies Co., Ltd.",1576,JPY,0.489296636085627,8,JPY,Technology services
6363,"Torishima Pump Mfg.Co., Ltd.",2623,JPY,2.38934586760674,60,JPY,Producer manufacturing
4480,"Medley, Inc.",1958,JPY,0,0,JPY,Commercial services
6794,"Foster Electric Company, Limited",3110,JPY,2.50584697627798,60,JPY,Consumer durables
4109,Stella Chemifa Corporation,5480,JPY,3.21361058601134,170,JPY,Process industries
4886,"ASKA Pharmaceutical Holdings Co., Ltd.",2462,JPY,2.291917973462,55,JPY,Health technology
7593,"VT Holdings Co., Ltd.",569,JPY,4.3010752688172,24,JPY,Retail trade
3395,"Saint Marc Holdings Co., Ltd.",3055,JPY,1.72185430463576,52,JPY,Retail trade
6023,"DAIHATSU INFINEARTH MFG.CO.,LTD.",2517,JPY,2.38921001926782,62,JPY,Producer manufacturing
7508,G-7 Holdings Inc.,1507,JPY,2.67558528428094,40,JPY,Retail trade
9755,OYO Corporation,2989,JPY,3.77617576381737,110,JPY,Industrial services
1811,Zenitaka Corporation,9380,JPY,1.30718954248366,120,JPY,Industrial services
4326,INTAGE HOLDINGS Inc.,1648,JPY,2.81818181818182,45,JPY,Commercial services
8157,"Tsuzuki Denki Co., Ltd.",3965,JPY,2.60978670012547,99,JPY,Technology services
3902,Medical Data Vision Co.Ltd.,1681,JPY,0,0,JPY,Technology services
9519,"RENOVA, Inc.",730,JPY,0,0,JPY,Utilities
7613,Siix Corporation,1419,JPY,3.53790613718412,49,JPY,Distribution services
2749,JP HOLDINGS INC,773,JPY,1.60427807486631,12,JPY,Consumer services
5461,"Chubu Steel Plate Co., Ltd.",2542,JPY,3.92385392385392,101,JPY,Non-energy minerals
2003,"Nitto Fuji Flour Milling Co., Ltd.",7180,JPY,3.91061452513967,280,JPY,Consumer non-durables
4832,"JFE Systems, Inc.",2037,JPY,3.07506053268765,61,JPY,Technology services
4588,"Oncolys BioPharma, Inc.",2308,JPY,0,0,JPY,Health technology
4365,"Matsumoto Yushiseiyaku Co., Ltd.",20090,JPY,1.998001998002,400,JPY,Process industries
2790,"NAFCO Co., Ltd.",2290,JPY,2.55957634598411,58,JPY,Retail trade
8739,"Sparx Group Co., Ltd.",2064,JPY,3.29776915615907,68,JPY,Finance
8508,"J Trust Co., Ltd.",512,JPY,3.26923076923077,17,JPY,Finance
9511,"Okinawa Electric Power Co., Inc.",1193,JPY,2.1079258010118,20,JPY,Utilities
7979,Shofu Inc.,1825,JPY,2.88568257491676,49,JPY,Health technology
5982,"Maruzen Co., Ltd.",4255,JPY,3.07881773399015,115,JPY,Producer manufacturing
7236,"T.RAD Co., Ltd.",11170,JPY,2.83363802559415,240,JPY,Producer manufacturing
9692,Computer Engineering & Consulting Ltd.,1901,JPY,3.32310838445808,55,JPY,Technology services
2938,Okamura Foods Co. Ltd.,1248,JPY,0.566087440758268,6.33333050000283,JPY,Process industries
9357,"Meiko Trans Co., Ltd.",2152,JPY,2.72045028142589,46,JPY,Transportation
5821,Hirakawa Hewtech Corp.,4595,JPY,1.05534106013733,42.8571442585035,JPY,Producer manufacturing
2211,"Fujiya Co., Ltd.",2511,JPY,1.21951219512195,30,JPY,Consumer non-durables
7504,Kohsoku Corporation,3395,JPY,2.59146341463415,54,JPY,Process industries
9416,"Vision, Inc. ( Japan)",1290,JPY,3.4856700232378,45,JPY,Communications
6058,VECTOR Inc.,1355,JPY,2.36336779911374,32,JPY,Commercial services
6574,"Convano, Inc.",119,JPY,0,0,JPY,Consumer services
6309,"Tomoe Engineering Co., Ltd.",2174,JPY,2.81143210624419,60.333333,JPY,Process industries
7280,Mitsuba Corporation,1355,JPY,0.719424460431655,10,JPY,Producer manufacturing
6289,Giken Ltd.,2506,JPY,2.2622538751571,54,JPY,Producer manufacturing
3151,"Vital KSK Holdings, Inc.",1433,JPY,4.14878397711016,45,JPY,Distribution services
6118,"Aida Engineering,Ltd.",1165,JPY,3.19240724762727,37,JPY,Producer manufacturing
1899,Fukuda Corporation,7550,JPY,3.53260869565217,260,JPY,Industrial services
3708,"Tokushu Tokai Paper Co., Ltd.",1684,JPY,2.49800041966425,39.99996,JPY,Process industries
1379,Hokuto Corporation,2003,JPY,2.52397778899546,50,JPY,Process industries
1301,"Kyokuyo Co., Ltd.",5330,JPY,2.48091603053435,130,JPY,Consumer non-durables
7760,IMV Corporation,3890,JPY,0.785340314136126,30,JPY,Electronic technology
6237,Iwaki Co. Ltd.,2822,JPY,2.81590989088349,70,JPY,Producer manufacturing
6824,"New Cosmos Electric Co., Ltd.",4980,JPY,1.19521912350598,60,JPY,Electronic technology
6339,"Sintokogio,Ltd.",1198,JPY,3.76712328767123,44,JPY,Producer manufacturing
4246,DaikyoNishikawa Corp.,921,JPY,4.17582417582418,36,JPY,Producer manufacturing
6809,Toa Corporation,1817,JPY,3.35946248600224,40,JPY,Electronic technology
9991,GECOSS Corporation,1888,JPY,3.21876704855428,54,JPY,Finance
2540,"Yomeishu Seizo Co., Ltd.",4595,JPY,1.00446428571429,45,JPY,Health technology
8914,"Arealink Co., Ltd.",1206,JPY,2.16666666666667,26,JPY,Finance
5949,Unipres Corporation,1488,JPY,4.07885791978246,60,JPY,Producer manufacturing
7915,Nissha Co.Ltd.,1341,JPY,3.80228136882129,50,JPY,Commercial services
7102,"Nippon Sharyo,Ltd.",4250,JPY,0.935672514619883,35,JPY,Producer manufacturing
1888,"Wakachiku Construction Co., Ltd.",4885,JPY,2.60869565217391,126,JPY,Industrial services
3150,"grems,Inc",2670,JPY,3.15670800450958,79,JPY,Producer manufacturing
4674,CRESCO Limited,1509,JPY,3.38762214983713,42,JPY,Technology services
5202,"Nippon Sheet Glass Company, Limited",613,JPY,0,0,JPY,Consumer durables
3817,"SRA Holdings, Inc.",4935,JPY,3.81909547738694,180,JPY,Technology services
1945,Tokyo Energy & Systems Inc.,1915,JPY,2.8110359187923,52,JPY,Industrial services
8167,"RETAIL PARTNERS CO., LTD.",1411,JPY,3.14735336194564,38,JPY,Retail trade
4097,"Koatsu Gas Kogyo Co., Ltd.",1138,JPY,2.7027027027027,20,JPY,Process industries
8935,FJ NEXT HOLDINGS CO. LTD.,1878,JPY,3.09663641217298,54,JPY,Finance
4275,"Carlit Co., Ltd.",2787,JPY,1.34881978269015,36,JPY,Process industries
7409,"AeroEdge Co.,Ltd",5120,JPY,0,0,JPY,Electronic technology
7609,"Daitron Co., Ltd.",2922,JPY,3.29861111111111,95,JPY,Distribution services
6364,AIRMAN CORP,2153,JPY,2.69631031220435,57,JPY,Producer manufacturing
3299,"Mugen Estate Co., Ltd.",2470,JPY,4.48818897637795,114,JPY,Finance
9028,"Zero Co., Ltd.",3720,JPY,4.16054421768707,139.9,JPY,Transportation
7326,"SBI Insurance Group Co., Ltd.",2477,JPY,0.939542483660131,23,JPY,Finance
4082,"Daiichi Kigenso Kagaku-Kogyo Co.,Ltd",2424,JPY,1.12,26,JPY,Process industries
6676,BUFFALO INC.,5170,JPY,2.39043824701195,120,JPY,Electronic technology
1898,"Seikitokyu Kogyo Co., Ltd.",1687,JPY,4.75907198096371,90,JPY,Industrial services
4481,"Base Co., Ltd.",3195,JPY,3.64485981308411,117,JPY,Technology services
2216,"KANRO Co., Ltd.",1315,JPY,2.40420736288505,21.999995,JPY,Consumer non-durables
2918,"WARABEYA NICHIYO HOLDINGS Co., Ltd.",3505,JPY,3.04347826086957,90,JPY,Consumer non-durables
6200,"Insource Co.,Ltd.",698,JPY,3.53107344632768,25,JPY,Commercial services
4259,ExaWizards Inc.,642,JPY,0,0,JPY,Technology services
5184,"Nichirin Co., Ltd.",4285,JPY,4.18052256532067,176,JPY,Producer manufacturing
4362,"Nippon Fine Chemical Co., Ltd.",2757,JPY,3.11341734618236,74,JPY,Process industries
2972,SANKEI REAL ESTATE Inc.,128900,JPY,3.75351014040562,4812,JPY,Finance
3673,"Broadleaf Co., Ltd.",658,JPY,0.882352941176471,6,JPY,Technology services
2288,"Marudai Food Co., Ltd.",2449,JPY,2.11505922165821,50,JPY,Consumer non-durables
1948,"Kodensha,Co., Ltd.",6800,JPY,1.44360902255639,84,JPY,Industrial services
3946,"Tomoku Co., Ltd.",3680,JPY,3.31034482758621,100,JPY,Process industries
4221,"Okura Industrial Co., Ltd.",5090,JPY,3.37011033099298,168,JPY,Process industries
3091,"Bronco Billy Co., Ltd.",4035,JPY,0.710659898477157,28,JPY,Consumer services
4078,"Sakai Chemical Industry Co., Ltd.",4030,JPY,3.6813922356091,135,JPY,Process industries
8338,"Tsukuba Bank, Ltd.",698,JPY,0.699300699300699,5,JPY,Finance
3655,BrainPad Inc.,2692,JPY,0.297287253808993,8,JPY,Technology services
5304,"SEC CARBON,Limited",2887,JPY,3.50140056022409,100,JPY,Producer manufacturing
5410,"Godo Steel,Ltd.",3990,JPY,5.96273291925466,240,JPY,Non-energy minerals
277A,"Globe-Ing, Inc.",2001,JPY,0,0,JPY,Commercial services
5563,"Nippon Denko Co., Ltd.",441,JPY,2.81030444964871,12,JPY,Producer manufacturing
7931,"Mirai Industry Co., Ltd.",3495,JPY,4.39238653001464,150,JPY,Producer manufacturing
4554,"Fuji Pharma Co., Ltd.",2379,JPY,1.77083333333333,42.5,JPY,Health technology
9946,"Ministop Co., Ltd.",2020,JPY,0.992063492063492,20,JPY,Retail trade
3854,I'LL Inc.,2316,JPY,2.56849315068493,50,JPY,Technology services
3232,"Mie Kotsu Group Holdings, Inc.",595,JPY,2.73037542662116,14,JPY,Retail trade
3482,Loadstar Capital KK,3475,JPY,2.41573033707865,86,JPY,Finance
8200,"Ringer Hut Co., Ltd.",2287,JPY,0.572183098591549,12,JPY,Consumer services
1929,"Nittoc Construction Co., Ltd.",1418,JPY,3.44827586206897,48,JPY,Industrial services
368A,Kitazato Corporation,1497,JPY,2.82174810736407,41,JPY,Health technology
2053,"CHUBU SHIRYO CO., LTD.",1949,JPY,2.94878427315054,52,JPY,Process industries
9274,"KPP GROUP HOLDINGS CO.,LTD.",920,JPY,3.96912899669239,34,JPY,Distribution services
1518,"Mitsui Matsushima Holdings Co., Ltd.",1492,JPY,2.62273032952253,26,JPY,Non-energy minerals
6637,"Terasaki Electric Co., Ltd.",4365,JPY,1.12612612612613,40,JPY,Producer manufacturing
8052,"Tsubakimoto Kogyo Co., Ltd.",3080,JPY,2.83333333333333,80,JPY,Producer manufacturing
1813,Fudo Tetra Corporation,3840,JPY,1.58311345646438,60,JPY,Industrial services
5702,"Daiki Aluminium Industry Co., Ltd.",1469,JPY,3.86507378777231,55,JPY,Non-energy minerals
8979,Starts Proceed Investment Corporation,213600,JPY,4.82127659574468,10197,JPY,Finance
5288,ASIA PILE HOLDINGS Corporation,1514,JPY,3.08355437665782,45,JPY,Non-energy minerals
8706,"Kyokuto Securities Co., Ltd.",1825,JPY,6.12131329994435,110,JPY,Finance
6088,SIGMAXYZ Holdings Inc,663,JPY,3.09278350515464,21,JPY,Commercial services
6140,"Asahi Diamond Industrial Co., Ltd.",1252,JPY,2.615518744551,30,JPY,Producer manufacturing
4848,"Fullcast Holdings Co., Ltd.",1631,JPY,3.85321100917431,63,JPY,Commercial services
9900,Sagami Holdings Corp.,1903,JPY,0.531632110579479,10,JPY,Consumer services
7715,"Nagano Keiki Co., Ltd.",3090,JPY,1.60427807486631,44,JPY,Electronic technology
202A,"MAMEZO DIGITAL HOLDINGS CO.,LTD.",3545,JPY,2.54237288135593,60,JPY,Technology services
9661,"Kabuki-Za Co., Ltd.",4665,JPY,0.106951871657754,5,JPY,Finance
6231,"Kimura Kohki Co., Ltd.",14860,JPY,0.794701986754967,120,JPY,Producer manufacturing
197A,"Tauns Laboratories, Inc.",548,JPY,6.76691729323308,28,JPY,Health technology
5445,"Tokyo Tekko Co., Ltd.",6270,JPY,5.98086124401914,375,JPY,Non-energy minerals
6999,Koa Corporation,1994,JPY,1.80396873120866,40,JPY,Electronic technology
1810,"Matsui Construction Co., Ltd.",1897,JPY,3.19264069264069,48,JPY,Industrial services
6768,Tamura Corporation,724,JPY,1.89504373177843,13,JPY,Electronic technology
2698,"Can Do Co., Ltd.",3560,JPY,0.482954545454545,17,JPY,Retail trade
3451,Tosei Reit Investment Corporation,149400,JPY,5.17294751009421,7687,JPY,Finance
3905,"Datasection, Inc.",1813,JPY,0,0,JPY,Technology services
8897,"MIRARTH HOLDINGS,Inc.",415,JPY,6.81265206812652,30,JPY,Finance
1786,Oriental Shiraishi Corporation,420,JPY,3.45238095238095,14.5,JPY,Industrial services
7860,Avex Inc.,1189,JPY,4.09165302782324,50,JPY,Commercial services
