Symbol,Description,Price,Price - Currency,"Dividend yield %, Trailing 12 months","Dividends per share, Annual","Dividends per share, Annual - Currency",Sector
NUWE,"Nuwellis, Inc.",1.73,USD,0,0,USD,Health technology
IVDA,"Iveda Solutions, Inc.",0.291,USD,0,0,USD,Electronic technology
VSTD,Vestand Inc.,0.22655,USD,0,0,USD,Consumer services
RMTO,"RM2 International, Inc.",0.0314,USD,0,0,USD,Non-energy minerals
MASK,3 E Network Technology Group Ltd,0.142,USD,0,0,USD,Technology services
AUUD,Auddia Inc.,1.03,USD,0,0,USD,Technology services
HCWB,HCW Biologics Inc.,0.5501,USD,0,0,USD,Health technology
VPIM,Vitality Prime Inc.,0.2628,USD,0,,,Electronic technology
CNTGF,Centogene N.V.,0.106,USD,0,,,Health technology
EATR,"Eastern Asteria, Inc.",0.0009,USD,0,0,USD,Miscellaneous
PPCB,"Propanc Biopharma, Inc.",0.1987,USD,0,0,USD,Health technology
AMFL,"American Films, Inc.",0.04924,USD,0,0,USD,Miscellaneous
RMSG,Real Messenger Corporation,0.6173,USD,0,,,Technology services
BDCM,"Broadcast Marketing Group, Inc.",0.0101,USD,0,0,USD,Finance
TGNT,Totaligent Inc.,0.0147,USD,0,0,USD,Commercial services
HQGE,HQ GLOBAL EDUCATION INC,0.000001,USD,0,,,Consumer services
GRST,Ethema Health Corporation,0.0004,USD,0,0,USD,Health services
AIXI,XIAO-I Corporation,0.22255,USD,0,0,USD,Technology services
PKTX,"ProtoKinetix, Inc.",0.007837,USD,0,0,USD,Health technology
CUPR,Cuprina Holdings (Cayman) Limited,0.415,USD,0,,,Health technology
RKDA,"Arcadia Biosciences, Inc.",1.76,USD,0,0,USD,Process industries
SXTP,"60 Degrees Pharmaceuticals, Inc.",2.86,USD,0,0,USD,Health technology
PSTO,"Powerstorm Holdings, Inc.",0.11,USD,0,0,USD,Finance
SODE,"Social Detention, Inc.",0.0164,USD,0,0,USD,Industrial services
OMID,"OMID Holdings, Inc.",0.038,USD,0,0,USD,Health technology
RREE,ResourceTec Corporation,0.285225,USD,0,0,USD,Energy minerals
EESE,Energy & Environmental Services Inc.,0.0584,USD,0,0,USD,Energy minerals
HRST,HARVEST OIL & GAS CORPORATION,2.94,USD,0,,,Energy minerals
USCS,USCorp.,0.0001,USD,,,,Non-energy minerals
SHMN,"SOHM, Inc.",0.0011,USD,0,0,USD,Health technology
ATIG,Atlantis Gaming Corporation,0.0002,USD,0,0,USD,Technology services
BEGI,"BlackStar Enterprise Group, Inc.",0.001,USD,0,0,USD,Finance
TKOI,"Telkonet, Inc.",0.00995,USD,0,0,USD,Producer manufacturing
SHFS,"SHF Holdings, Inc.",0.965,USD,0,0,USD,Finance
CPHI,"China Pharma Holdings, Inc.",0.5919,USD,0,0,USD,Health technology
ORGS,"Orgenesis, Inc.",0.575,USD,0,,,Technology services
LIFD,LFTD Partners Inc.,0.2,USD,0,0,USD,Health technology
LTFD,LITTLEFIELD CORP,0.17,USD,0,,,Consumer services
CYAND,Cyanotech Corp.,0.4,USD,0,0,USD,Health technology
LEVGQ,The Lion Electric Company,0.013,USD,0,,,Consumer durables
OGEN,Oragenics Inc.,0.6992,USD,0,0,USD,Health technology
GLMD,Galmed Pharmaceuticals Ltd.,0.5319,USD,0,0,USD,Health technology
RMHB,"Rocky Mountain High Brands, Inc.",0.0032,USD,0,0,USD,Consumer non-durables
FZMD,"Fuse Medical, Inc.",0.039,USD,0,0,USD,Miscellaneous
GWAV,"Greenwave Technology Solutions, Inc.",3.46,USD,0,0,USD,Commercial services
GRWC,"Grow Capital, Inc.",0.11,USD,0,0,USD,Finance
KIDZ,"Classover Holdings, Inc.",0.093,USD,0,0,USD,Technology services
BSPK,"Bespoke Extracts, Inc.",0.25245,USD,0,0,USD,Process industries
ENVB,"Enveric Biosciences, Inc.",2.04,USD,0,0,USD,Health technology
BRTX,"BioRestorative Therapies, Inc.",0.2257,USD,0,0,USD,Health technology
CDTG,CDT Environmental Technology Investment Holdings Limited,0.23,USD,0,0,USD,Producer manufacturing
PW,Power REIT (MD),0.83,USD,0,0,USD,Finance
ALTX,"Altex Industries, Inc.",0.25,USD,0,0,USD,Energy minerals
MDLK,ModuLink Inc.,0.0007,USD,0,0,USD,Finance
VCNX,"Vaccinex, Inc.",1.03,USD,0,0,USD,Health technology
IBG,Innovation Beverage Group Limited,3.95,USD,0,0,USD,Consumer non-durables
IPW,iPower Inc.,2.0728,USD,0,0,USD,Retail trade
AIOS,AIOS Tech Inc.,0.5927,USD,0,0,USD,Producer manufacturing
MNDR,Mobile-health Network Solutions,0.9265,USD,0,0,USD,Health services
SCAXF,Sparta Capital Corp.,0.0013,USD,,0,USD,Utilities
GIPR,Generation Income Properties Inc.,0.5002,USD,0,0.234,USD,Finance
IMPM,"Impac Mortgage Holdings, Inc.",0.07445,USD,0,0,USD,Finance
LBGJ,Li Bang International Corporation Inc.,0.82,USD,0,0,USD,Consumer durables
FEED,"ENvue Medical, Inc.",2.49,USD,0,0,USD,Health technology
BSEG,"Big Screen Entertainment Group, Inc.",0.02175,USD,0,0,USD,Consumer services
SGLY,Singularity Future Technology Ltd.,0.3703,USD,0,0,USD,Transportation
GRLT,"Grillit, Inc.",0.0007,USD,0,0,USD,Finance
AGMH,AGM Group Holdings Inc.,1.3301,USD,0,0,USD,Technology services
AIMV,"AI Maverick Intel, Inc.",0.055,USD,0,0,USD,Health technology
SVUHF,SRIVARU Holding Limited,0.0105,USD,0,0,USD,Finance
RAKR,Rainmaker Worldwide Inc.,0.031975,USD,0,0,USD,Utilities
MWAI,"MedwellAI, Inc.",0.429,USD,0,0,USD,Commercial services
BBLC,Blockchain Loyalty Corp.,0.06,USD,,,,Consumer services
CLSDQ,"Clearside Biomedical, Inc.",0.50814,USD,0,0,USD,Health technology
AMTY,Amerityre Corp.,0.035,USD,0,0,USD,Consumer durables
AMMX,AmeraMex International Inc.,0.175,USD,0,0,USD,Distribution services
JEM,707 Cayman Holdings Limited,0.1,USD,,,,Distribution services
ADIL,"Adial Pharmaceuticals, Inc",2.37,USD,0,,,Health technology
ACON,"Aclarion, Inc.",2.49,USD,0,0,USD,Technology services
FRTN,Fortran Corp.,0.1125,USD,0,0,USD,Electronic technology
GBUX,GIVBUX INC.,0.0275,USD,0,0,USD,Distribution services
AGTT,"Angstrom Technologies, Inc.",0.075,USD,0,0,USD,Electronic technology
EGRX,EAGLE PHARMACEUTICALS INC,0.2,USD,0,,,Health technology
GEAT,GreetEat Corporation,0.017,USD,0,0,USD,Commercial services
CNET,ZW Data Action Technologies Inc.,0.793,USD,0,0,USD,Commercial services
ETER,Enterra Corporation,0.02415,USD,0,0,USD,Finance
IDGR,Ideal Group of Companies Inc.,0.0045,USD,0,0,USD,Technology services
VTAK,"Catheter Precision, Inc.",1.551,USD,0,0,USD,Health technology
CPMV,Mosaic ImmunoEngineering Inc.,0.3571,USD,0,0,USD,Health technology
MONI,MOON EQUITY HLDGS CORP.,0.003472,USD,0,0,USD,Finance
WBUY,WEBUY GLOBAL LTD.,1.05,USD,0,0,USD,Retail trade
ARTL,"Artelo Biosciences, Inc.",1.26,USD,0,0,USD,Health technology
VMAR,Vision Marine Technologies Inc.,2.55,USD,0,0,USD,Consumer durables
YUKA,Yuka Group Inc.,0.0538,USD,0,0,USD,Non-energy minerals
LYRA,"Lyra Therapeutics, Inc.",1.43,USD,0,0,USD,Health technology
ZCOM,IMPRESO.COM INC,0.63,USD,0,,,Process industries
ECIA,"Encision, Inc.",0.15,USD,0,0,USD,Health technology
PAIYY,Aesthetic Medical International Holdings Group Ltd.,0.052,USD,0,0,USD,Health services
AEMD,"Aethlon Medical, Inc.",1.92,USD,0,0,USD,Health technology
GVH,Globavend Holdings Limited - Ord Shares,1.19,USD,0,,,Transportation
INUMD,INFINITUM COPPER CORP.,0.40565,USD,0,0,USD,Energy minerals
GRTX,"Galera Therapeutics, Inc.",0.03285,USD,0,,,Health technology
DOGP,Dogecoin Cash Inc.,0.0155,USD,0,0,USD,Technology services
INM,InMed Pharmaceuticals Inc.,0.8496,USD,0,0,USD,Health technology
NITO,"N2OFF, Inc.",0.883,USD,0,0,USD,Consumer non-durables
ZYXIQ,"Zynex, Inc.",0.0812,USD,0,0,USD,Health technology
FXLV,F45 Training Holdings Inc.,0.0252,USD,0,,,Consumer services
INLF,INLIF LIMITED,0.3815,USD,0,,,Producer manufacturing
CLRI,"Cleartronic, Inc.",0.0106,USD,0,0,USD,Technology services
SMKG,"Smart Card Marketing Systems, Inc.",0.005,USD,,0,USD,Electronic technology
FTEL,Fitell Corporation,1.72,USD,0,0,USD,Retail trade
ISPC,iSpecimen Inc.,0.2467,USD,0,0,USD,Commercial services
XXII,"22nd Century Group, Inc",4.71,USD,0,0,USD,Health technology
CCTG,CCSC Technology International Holdings Limited,0.6119,USD,0,0,USD,Electronic technology
BIOE,Bio Essence Corp.,0.051,USD,0,0,USD,Health technology
CPMD,Cannapharmarx Inc.,0.0036,USD,0,0,USD,Process industries
UAMM,"UA Multimedia, Inc.",0.004437,USD,0,0,USD,Technology services
JFBR,Jeffs' Brands Ltd,3.695,USD,0,0,USD,Consumer durables
WNFT,Worldwide NFT Inc.,0.0044,USD,0,0,USD,Non-energy minerals
VIVC,Vivic Corp.,0.085,USD,0,0,USD,Consumer durables
GIFX,"Gifa, Inc.",0.02,USD,0,,,Technology services
DRCT,"Direct Digital Holdings, Inc.",1.055,USD,0,0,USD,Commercial services
ALBT,Avalon GloboCare Corp.,0.511,USD,0,0,USD,Health technology
PNYG,PONY GROUP INC.,0.202,USD,0,0,USD,Consumer services
NIMU,"Non-Invasive Monitoring Systems, Inc.",0.015,USD,0,0,USD,Finance
JAGX,"Jaguar Health, Inc.",0.6188,USD,0,0,USD,Health technology
PRFX,PRF Technologies Ltd.,2.9503,USD,0,0,USD,Health technology
SPRC,SciSparc Ltd.,0.53,USD,0,0,USD,Health technology
VSBC,VitaSpring Biomedical Co. Ltd.,0.0111,USD,0,,,Consumer non-durables
SENR,"Strategic Environmental & Energy Resources, Inc.",0.033,USD,0,0,USD,Producer manufacturing
ETBI,EASTGATE BIOTECH CORP,0.001,USD,0,,,Health technology
PSGR,"Pershing Resources Company, Inc.",0.00616,USD,0,0,USD,Non-energy minerals
PBM,Psyence Biomedical Ltd.,2.2,USD,,,,Health technology
WDLF,"Decentral Life, Inc.",0.0003,USD,0,0,USD,Technology services
ELEK,Elektros Inc.,0.005,USD,0,0,USD,Producer manufacturing
STSN,"Stemsation International, Inc.",0.0036,USD,0,0,USD,Health technology
MMEX,MMEX Resources Corporation,0.0001,USD,0,0,USD,Energy minerals
TWAV,"TaoWeave, Inc.",0.6947,USD,0,0,USD,Electronic technology
LICH,LIVECHAIN INC.,0.012,USD,0,0,USD,Commercial services
SRMX,"Saddle Ranch Media, Inc.",0.000155,USD,0,0,USD,Consumer services
BIYA,Baiya International Group Inc.,1.8308,USD,0,,,Commercial services
SVAD,"Silverton Adventures, Inc.",0.0002,USD,0,0,USD,Consumer services
DNDT,"DND Technologies, Inc.",0.075,USD,0,0,USD,Electronic technology
BLIAQ,BB LIQUIDATING INC,0.01,USD,0,,,Retail trade
RJDG,RJD Green Inc.,0.0061,USD,0,0,USD,Finance
BYDMF,BEYOND MINERALS INC,0.03778,USD,0,0,USD,Non-energy minerals
LLBO,"Lifeline BioTechnologies, Inc.",0.0005,USD,0,0,USD,Health technology
ICTY,"EyeCity.com, Inc.",0.0003,USD,0,0,USD,Health technology
SOAR,"Volato Group, Inc.",0.291199,USD,0,0,USD,Transportation
FBDS,Fuss Brands Corp.,0.101,USD,0,0,USD,Health technology
VIVK,Vivakor Inc.,0.0124,USD,0,0,USD,Process industries
PSRU,VALIANT EAGLE INC.,0.0001,USD,0,0,USD,Health technology
OODH,Orion Diversified Holding Co Inc.,0.44,USD,0,0,USD,Commercial services
AWSL,Atlantic Power & Infrastructure Corp.,0.0058,USD,0,0,USD,Utilities
IGEX,Indo Global Exchanges Pte Ltd,0.0003,USD,0,,,Process industries
BBLG,Bone Biologics Corp,1.18,USD,0,0,USD,Health technology
LUVU,"Luvu Brands, Inc.",0.0275,USD,0,0,USD,Consumer services
VGLS,VG Life Sciences Inc.,0.0001,USD,0,0,USD,Health technology
SRCH,Searchlight Minerals Corp.,0.0058,USD,0,0,USD,Non-energy minerals
AXXA,Exxe Group Inc.,0.0005,USD,0,0,USD,Finance
AGSS,Ameriguard Security Services Inc.,0.0235,USD,0,0,USD,Commercial services
VPRB,"VPR Brands, LP",0.02255,USD,0,0,USD,Producer manufacturing
MJNA,"Medical Marijuana, Inc.",0.0001,USD,0,0,USD,Process industries
RGSG,Resources Global Services Group,0.0261,USD,0,0,USD,Finance
TPHS,Trinity Place Holdings Inc.,0.03088,USD,0,0,USD,Finance
KNOS,"Kronos Advanced Technologies, Inc.",0.0031,USD,0,0,USD,Producer manufacturing
VPER,"Viper Networks, Inc.",0.0003,USD,0,0,USD,Electronic technology
MBPG,"Marelius, Inc.",0.01,USD,0,,,Finance
JZXN,"Jiuzi Holdings, Inc.",1.45,USD,0,0,USD,Retail trade
FRGT,"Freight Technologies, Inc.",1.29,USD,0,0,USD,Finance
CNGI,Concordis Group Inc,0.07,USD,0,0,USD,Finance
CAUD,"Collective Audience, Inc.",0.01,USD,0,,,Commercial services
CCAJ,Coastal Capital Acquisition Corp.,0.0019,USD,0,0,USD,Finance
IMTE,Integrated Media Technology Limited,0.58,USD,0,0,USD,Electronic technology
IWAL,iWallet Corporation,0.0187,USD,0,0,USD,Consumer non-durables
MYCB,"My City Builders, Inc.",0.111,USD,0,0,USD,Finance
GVSI,Good Vibrations Shoes Inc.,0.0009,USD,0,0,USD,Process industries
SURY,Surya Oil & Gas Corp.,0.015,USD,0,0,USD,Finance
XELA,"Exela Technologies, Inc.",0.0714,USD,0,0,USD,Technology services
XWEL,"XWELL, Inc.",0.3426,USD,0,0,USD,Consumer services
CMCT,Creative Media,2.51,USD,0,41.6605387894256,USD,Finance
SSHT,SSHT S&T Group Ltd.,0.01066,USD,0,0,USD,Electronic technology
QIND,Quality Industrial Corp.,0.011,USD,0,0,USD,Producer manufacturing
MYSZ,"My Size, Inc.",0.5113,USD,0,0,USD,Technology services
AZTR,Azitra Inc,0.183,USD,0,0,USD,Health technology
AGTX,Agentix Corp.,0.0486,USD,0,0,USD,Health technology
TIVC,"Tivic Health Systems, Inc.",0.7647,USD,0,0,USD,Health technology
TIOG,"Tingo Group, Inc.",0.008,USD,0,,,Technology services
SXTC,"China SXT Pharmaceuticals, Inc.",2.02,USD,0,0,USD,Health technology
GBEI,"Great Basin Energies, Inc.",0.101,USD,0,0,USD,Finance
IFMK,IFRESH INC,0.02,USD,0,,,Retail trade
CARM,"Carisma Therapeutics, Inc.",0.046,USD,0,0,USD,Health technology
INKW,"Greene Concepts, Inc.",0.0004,USD,0,,,Electronic technology
EXMT,Anything Technologies Media Inc.,0.0004,USD,0,0,USD,Electronic technology
AOXG,"Aoxing Pharmaceutical Company, Inc.",0.005,USD,0,0,USD,Health technology
STKH,Steakholder Foods Ltd.,1.3499,USD,0,0,USD,Consumer non-durables
UAHC,United American Healthcare Corp.,0.016245,USD,0,0,USD,Health technology
FMHS,Farmhouse Inc.,0.1,USD,0,,,Communications
VINO,GAUCHO GROUP HOLDINGS INC,2,USD,0,,,Finance
ATPC,Agape ATP Corporation,1.8866,USD,0,0,USD,Health technology
SMTK,"SmartKem, Inc.",0.2507,USD,0,0,USD,Electronic technology
TC,Token Cat Limited,12.0499,USD,0,0,USD,Commercial services
UMGP,"Universal Media Group, Inc.",0.087,USD,0,0,USD,Health technology
CNSP,"CNS Pharmaceuticals, Inc.",3.02,USD,0,0,USD,Health technology
IVRO,InVitro International,0.0845,USD,0,0,USD,Health technology
MITI,"MITESCO, INC.",0.108,USD,0,0,USD,Technology services
MTEN,Mingteng International Corporation Inc.,1.53,USD,0,,,Producer manufacturing
ZVSA,"ZyVersa Therapeutics, Inc.",0.23,USD,0,0,USD,Health technology
CMFO,"China Marine Food Group, Ltd.",0.006,USD,0,0,USD,Consumer non-durables
ESMC,Escalon Medical Corp.,0.25,USD,0,0,USD,Health technology
BCDS,Blaqclouds Inc.,0.0054,USD,0,0,USD,Industrial services
GTCH,GBT Technologies Inc.,0.0002,USD,0,0,USD,Technology services
RNGC,Ranger Gold Corp.,0.00744,USD,0,0,USD,Non-energy minerals
EDBL,Edible Garden AG Incorporated,3.0975,USD,0,0,USD,Process industries
HSCC,Homeland Security Corp.,0.0096,USD,0,0,USD,Electronic technology
RIHT,"Rightscorp, Inc.",0.0078,USD,0,0,USD,Commercial services
CSOL,"China Solar & Clean Energy Solutions, Inc.",0.0243,USD,0,0,USD,Producer manufacturing
BJDX,"Bluejay Diagnostics, Inc.",1.88,USD,0,0,USD,Health technology
DTGI,"Digerati Technologies, Inc.",0.0101,USD,0,,,Technology services
CGNO,"CognoGroup, Inc.",0.0242,USD,0,0,USD,Technology services
NAAS,NaaS Technology Inc.,2.15,USD,0,0,USD,Retail trade
PITEF,Heramba Electric plc,0.038,USD,0,,,Miscellaneous
GRHI,"Gold Rock Holdings, Inc.",0.0075,USD,0,0,USD,Consumer durables
KYNC,"KYN Capital Group, Inc.",0.0003,USD,0,0,USD,Finance
SEGI,"Sycamore Entertainment Group, Inc.",0.00035,USD,0,0,USD,Consumer services
YBGJ,Yubo International Biotech Limited,0.0104,USD,0,0,USD,Health technology
ANAS,"Alternaturals, Inc.",0.017,USD,0,0,USD,Health technology
DKSC,Dakshidin Corp.,0.0004,USD,0,0,USD,Producer manufacturing
SCNA,Smart Cannabis Corp.,0.00035,USD,0,0,USD,Producer manufacturing
MAJI,Marijuana Inc.,0.04,USD,0,0,USD,Non-energy minerals
DPLS,"DarkPulse, Inc.",0.0202,USD,0,0,USD,Electronic technology
CCWF,"Church & Crawford, Inc.",0.0016,USD,0,0,USD,Communications
IDIG,"International Digital Holding, Inc.",0.0989,USD,,,,Technology services
IFBC,Italian Food & Beverage Corp,0.0015,USD,0,0,USD,Distribution services
PFSA,"Profusa, Inc.",1.2801,USD,0,0,USD,Finance
CMND,Clearmind Medicine Inc.,1.16,USD,0,0,USD,Non-energy minerals
MFCO,"Microwave Filter Co., Inc.",0.671,USD,0,0,USD,Electronic technology
FRAZ,FRANCISCO INDUSTRIES INC,3,USD,,,,Finance
ELRA,"Elray Resources, Inc.",0.0004,USD,0,0,USD,Technology services
XTKG,"X3 Holdings Co., Ltd.",0.0606,USD,0,0,USD,Technology services
NUGL,"NUGL, Inc.",0.00172,USD,0,0,USD,Commercial services
MWWC,Marketing Worldwide Corp.,0.0003,USD,0,0,USD,Producer manufacturing
WTXR,"West Texas Resources, Inc.",0.095,USD,0,0,USD,Energy minerals
AREB,"American Rebel Holdings, Inc.",0.1601,USD,0,0,USD,Consumer non-durables
CSBI,CARROLL SHELBY INTERNATIONAL INC,0.1,USD,0,,,Consumer durables
UGRO,"urban-gro, Inc.",2.2579,USD,0,0,USD,Distribution services
GRNL,"Greenlite Ventures, Inc.",1.804,USD,0,0,USD,Distribution services
SVIN,Scheid Vineyards Inc.,1.8,USD,0,0,USD,Consumer non-durables
MNTR,"Mentor Capital, Inc.",0.0777,USD,0,0,USD,Commercial services
ADHC,American Diversified Holdings Corp.,0.0007,USD,0,0,USD,Commercial services
RSLT,Resilient Healthcare Corp,0.016,USD,,,,Health services
GEGP,"Gold Entertainment Group, Inc.",0.0001,USD,0,0,USD,Technology services
AKAN,Akanda Corp.,0.834,USD,0,0,USD,Process industries
MDMP,"MDM Permian, Inc.",0.0031,USD,0,0,USD,Energy minerals
AHRO,Authentic Holdings Inc.,0.0007,USD,0,0,USD,Consumer non-durables
FUST,Fuse Group Holding Inc.,0.124,USD,0,0,USD,Commercial services
DPAT,"Dental Patient Care America, Inc.",0.068,USD,0,0,USD,Health services
HMTC,Homasote Co.,4.51,USD,0,0,USD,Non-energy minerals
RETO,"ReTo Eco-Solutions, Inc.",0.57,USD,0,0,USD,Non-energy minerals
ASCC,Aristocrat Group Corp,0.061,USD,0,0,USD,Consumer services
WOK,WORK Medical Technology Group LTD,1.33,USD,0,0,USD,Health technology
UPC,Universe Pharmaceuticals Inc,2.88,USD,0,0,USD,Health technology
BLDV,"Blue Diamond Ventures, Inc.",0.0003,USD,0,0,USD,Commercial services
CPWR,Ocean Thermal Energy Corp.,0.0085,USD,0,0,USD,Utilities
DFTC,"Defentect Group, Inc.",0.0205,USD,0,0,USD,Communications
RLTR,"Reeltime Rentals, Inc.",0.0132,USD,0,0,USD,Technology services
ITNF,"Internet Infinity, Inc.",0.0222,USD,0,0,USD,Technology services
RDAR,"Raadr, Inc.",0.0002,USD,0,0,USD,Technology services
DRNK,"NoHo, Inc.",0.0001,USD,0,0,USD,Distribution services
VRAX,Virax Biolabs Group Limited,0.2148,USD,0,0,USD,Finance
AGIN,American Graphite Technologies Inc.,0.0038,USD,0,0,USD,Non-energy minerals
NNRI,"NNRF, Inc.",0.0034,USD,0,0,USD,Miscellaneous
FECOF,FEC Resources Inc.,0.0016,USD,0,0,USD,Energy minerals
NVVE,Nuvve Holding Corp.,1.07,USD,0,0,USD,Producer manufacturing
PAVS,Paranovus Entertainment Technology Ltd.,1.2299,USD,0,0,USD,Health technology
YELLQ,Yellow Corporation,0.03,USD,0,,,Transportation
SETO,"SETO Holdings, Inc.",0.0131,USD,0,0,USD,Health services
CDT,CDT Equity Inc.,0.6722,USD,0,0,USD,Health technology
GEDC,CalEthos Inc.,0.0601,USD,0,0,USD,Finance
EBZT,"Everything Blockchain, Inc.",0.05,USD,0,0,USD,Technology services
ASNS,"Actelis Networks, Inc.",0.1916,USD,0,0,USD,Electronic technology
SFIO,Starfleet Innotech Inc.,0.0012,USD,0,0,USD,Consumer non-durables
FORW,Forwardly Inc.,0.0027,USD,0,0,USD,Finance
PHBI,Pharmagreen Biotech Inc.,0.0023,USD,0,0,USD,Commercial services
MGUY,"Mogul Energy International, Inc.",0.003,USD,0,0,USD,Energy minerals
IDEA,"Invent Ventures, Inc.",0.0152,USD,0,0,USD,Finance
LBAS,"Location Based Technologies, Inc.",0.0034,USD,0,0,USD,Electronic technology
ADNH,"Advent Technologies Holdings, Inc.",0.398,USD,0,0,USD,Electronic technology
EHVVF,Ehave Inc.,0.0011,USD,0,0,USD,Technology services
AAGC,All American Gold Corp.,0.0008,USD,0,0,USD,Non-energy minerals
GOGR,Go Green Global Technologies Corp.,0.015,USD,0,0,USD,Electronic technology
NDEV,Novus Acquisition & Development Corp.,0.015325,USD,0,0,USD,Finance
IBGR,"Nexus Energy Services, Inc.",0.0025,USD,0,0,USD,Retail trade
GSAC,GelStat Corp.,0.0004,USD,0,0,USD,Health technology
BOXL,Boxlight Corporation,1.5705,USD,0,0,USD,Electronic technology
ITRX,inTerra Resources Corp.,0.0782,USD,,,,Finance
GCTK,"GlucoTrack, Inc.",1.4701,USD,0,0,USD,Health technology
AURI,"Auri, Inc.",0.0002,USD,0,0,USD,Industrial services
GTLL,"Global Technologies, Ltd.",0.0001,USD,0,0,USD,Consumer services
PRPH,"ProPhase Labs, Inc.",0.154,USD,0,0,USD,Health technology
BKTH,Breakthrough Chemistry Inc.,0.1499,USD,0,0,USD,Producer manufacturing
GSFD,"Global Seafood Technologies, Inc.",0.088438,USD,0,0,USD,Consumer non-durables
QUAN,Quantum International Corp,0.0381,USD,0,0,USD,Producer manufacturing
NASC,Nascent Pharma Holdings Inc.,0.019037,USD,0,0,USD,Commercial services
PVRS,"Providence Resources, Inc.",0.0058,USD,0,0,USD,Energy minerals
CBTC,XTRA Bitcoin Inc.,0.0007,USD,0,0,USD,Commercial services
GOGY,Golden Grail Technology Corp,0.01825,USD,0,0,USD,Consumer non-durables
LLLI,Lamperd Less Lethal Inc.,0.005,USD,0,0,USD,Electronic technology
VIAOY,VIA optronics AG,0.0631,USD,0,,,Electronic technology
FFLO,Free Flow Inc,0.046,USD,0,0,USD,Distribution services
SOBR,"SOBR Safe, Inc.",0.7516,USD,0,0,USD,Electronic technology
SFWJ,Software Effective Solutions Corp.,0.0034,USD,0,0,USD,Technology services
DROP,"Fuse Science, Inc.",0.0035,USD,0,0,USD,Electronic technology
SSKN,"Strata Skin Sciences, Inc.",0.235,USD,0,0,USD,Health technology
BMSPF,Biomass Secure Power Inc.,0.0021,USD,0,,,Utilities
WLAN,"Wialan Technologies, Inc.",0.0005,USD,0,0,USD,Technology services
VYRE,Vyre Network,0.0027,USD,0,0,USD,Consumer services
RWGI,"Rodedawg International Industries, Inc.",0.0062,USD,0,0,USD,Consumer durables
KLYG,"Kelyniam Global, Inc.",0.106,USD,0,0,USD,Health technology
LVVV,"Livewire Ergogenics, Inc.",0.0007,USD,0,0,USD,Process industries
VSA,VisionSys AI Inc.,1.635,USD,0,0,USD,Commercial services
LBRG,"Ladybug Resource Group, Inc.",0.0035,USD,0,0,USD,Technology services
ASPD,ASPEN DIGITAL INC,0.79,USD,0,,,Finance
TREP,"Afinida, Inc.",0.02495,USD,0,0,USD,Commercial services
TAAG,The Awareness Group,0.022,USD,,,,Industrial services
PSSR,"PASSUR Aerospace, Inc.",0.17,USD,0,,,Technology services
IENT,"iEntertainment Network, Inc.",0.01,USD,0,0,USD,Consumer durables
OMQS,OMNIQ Corp.,0.112,USD,0,0,USD,Technology services
WHLR,"Wheeler Real Estate Investment Trust, Inc.",1.66,USD,0,0,USD,Finance
HDUP,"HeadsUp Entertainment International, Inc.",0.005,USD,0,,,Technology services
LQWC,LifeQuest World Corp.,0.0103,USD,0,0,USD,Health technology
BINI,Bollinger Innovations Inc.,0.075,USD,0,0,USD,Technology services
ENSC,"Ensysce Biosciences, Inc.",0.355,USD,0,0,USD,Health technology
JADA,"Jade Art Group, Inc.",0.0028,USD,0,0,USD,Finance
AERA,AI Era Corp.,0.401,USD,0,0,USD,Commercial services
SBEV,"Splash Beverage Group, Inc. (NV)",0.4195,USD,0,0,USD,Health services
TTNN,TITAN NRG,0.0116,USD,0,0,USD,Commercial services
CBMJ,Conservative Broadcast Media & Journalism Inc.,0.021,USD,0,0,USD,Commercial services
ORIS,Oriental Rise Holdings Limited,1.16,USD,0,0,USD,Consumer non-durables
BYAH,"Park Ha Biological Technology Co., Ltd.",1.8772,USD,0,,,Consumer non-durables
SRNE,SORRENTO THERAPEUTICS INC,0.0023,USD,0,,,Health technology
BDVB,"Bagger Dave's Burger Tavern, Inc.",0.04685,USD,0,0,USD,Consumer services
BDCC,Blackwell 3D Construction Corp.,0.0296,USD,0,0,USD,Retail trade
IMTV,IMAGINATION TV INC,0.0004,USD,0,,,Consumer services
CGRA,"CGrowth Capital, Inc.",0.0014,USD,0,0,USD,Finance
PTOS,"P2 Solar, Inc.",0.00985,USD,0,0,USD,Producer manufacturing
BTZI,Bots Inc.,0.0016,USD,0.588235294117647,0,USD,Producer manufacturing
TLIF,"TOCCA Life Holdings, Inc.",0.0039,USD,0,0,USD,Consumer services
PTOP,Peer to Peer Network,0.021838,USD,0,0,USD,Technology services
TFGL,Tracker Financial Group Ltd,0.691,USD,,,,Consumer non-durables
PHCG,"Pure Harvest Corporate Group, Inc",0.0068,USD,0,0,USD,Process industries
TONR,"Tonner-One World Holdings, Inc",0.0001,USD,,0,USD,Consumer durables
MAHN,"Mid-Atlantic Home Health Network, Inc.",0.1,USD,0,0,USD,Health services
ARTM,"American Nortel Communications, Inc.",0.0352,USD,0,0,USD,Communications
OWPC,One World Products Inc.,0.01,USD,0,0,USD,Process industries
BRVO,Bravo Multinational Incorporated,0.0251,USD,0,0,USD,Producer manufacturing
MDRM,"Modern Mobility Aids, Inc.",0.0039,USD,0,,,Health technology
FMBV,"Full Motion Beverage, Inc.",0.0063,USD,0,0,USD,Miscellaneous
